Sentence,Event
the fitness industry is a fragmented industry with no leader and there is a great opportunity for growth through acquisition and then standardization said wayne lachapelle chief financial officer of livingwell inc ltwell the nations second largest fitness chain operator whih lachapelle said livingwell is always interested in acquisition opportunities but could not afford an acquisition the size of bally at this time,merger
in addition simon said first central financial is actively looking for and has several acquisition brokers looking for a small life insurance company to acquire,merger
onex brown was traded at 1975 rupees per kg up 15 cents from last rates while other grades also showed improvements,rate_change
japan asks banks to cut dollar sales dealers the finance ministry has asked japanese commercial banks to moderate their dollar sales bank dealers said,earnings
conservative opposition leader constantine mitsotakis said he had urged papandreou to accept an offer from nato general secretary lord carrington to help resolve the row,general
venezuela tightens foreign exchange restrictions venezuelas central bank has ordered venezuelan banks and exchange houses to cease foreign exchange operations with brokers based outside the country according to a copy of a central bank telex made available to reuters,rate_change
ec surplus food stocks at january 31 included 128 mln tonnes of butter 520000 tonnes of beef and over 10 mln tonnes of cereals,general
american variety acquisition pact terminated ltamerican variety international inc said its agreement to acquire ltfirst national entertainment corp has been terminated because first national was not able to fulfill terms of the agreement,merger
bundesbank board member claus koehler said in a speech that monetary growth resulting from speculative capital inflows required cuts in interest rates,rate_change
crown said the wyona field is fully developed with 28 producing wells,general
the agency added that it would continue to consider a separate twa request for federal clearance to purchase usair stock through a voting trust,rate_change
but he said the company would also be looking at possible acquisitions in europe,merger
terrano corp lttrno year dec 31 oper net oper shr profit 12 cts vs loss 115 dlrs oper net profit 300286 vs loss 2855887 revs 2456616 mln vs 2979206 avg shrs 2527720 vs 2482197 note 1986 earnings exclude extraordinary gain from forgiveness of debt through reorganization under chapter 11 of 280505 dlrs or 11 cts a share,earnings
corporate raider irwin jacobs last year proposed a takeover of the firm and until recently held 10 pct of the stock,merger
southern mineral corp ltsmin 4th qtr loss shr loss two cts vs profit three cts net loss 77400 vs profit 134000 revs 418500 vs 435900 year shr profit eight cts vs profit 27 cts net profit 315100 vs profit 1082700 revs 1761900 vs 2511200 note pershare figures adjusted for fourforthree stock distribution effective dec 14 1984 1985 results include an extraordinary tax benefit of 55000 dlrs or one ct a share in each period,earnings
minimum interest rates for officially subsidised trade loans have also been revised with the aim of cutting the subsidies and ending them completely on loans to relatively rich developing countries by july next year,rate_change
the company said it will again seek buyers for the unit and its library of over 750 films,general
on march one purolator agreed to a 35 dlr a share leveraged buyout by eight purolator executives and ef hutton lbo inc a unit of ef hutton group inc emery said it had tried unsuccessfully to open merger discussions with purolator before the company accepted the managementled buyout offer,merger
oklahoma weekly crop report the oklahoma weekly usda crop report said cold weather slowed crop development and caused some cattle deaths,general
tonight a spokesman for usair said the airline had no comment on twas lawsuit,general
yeutter said the problem with international trade talks was that they tended to get bogged down for years,general
they have set this signal and indicated they could maybe lower market rates even further but not with the discount or lombard winfried hutmann chief economist of schroeder munchmeyer hengst investment gmbh said,rate_change
